# BUSCO version is: 4.0.5 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length
602587at33208a	Complete	NW_015145085.1	1235041	1236728	118.5	68
603239at33208a	Complete	NW_015145005.1	532264	535674	138.4	166
603370at33208a	Complete	NW_015145044.1	490532	495428	217.5	125
603609at33208a	Complete	NW_015145020.1	196972	198162	156.1	110
603673at33208a	Complete	NW_015145474.1	187675	194590	200.4	137
604211at33208a	Complete	NW_015145170.1	1369104	1378957	181.3	164
604943at33208a	Complete	NW_015145005.1	4595568	4597802	163.0	112
605189at33208a	Complete	NW_015145400.1	373056	373911	85.8	71
606048at33208a	Complete	NW_015145313.1	487561	494077	275.0	199
606539at33208a	Complete	NW_015145473.1	806886	809228	173.6	115
606748at33208a	Complete	NW_015145076.1	2124307	2125353	141.4	85
606776at33208a	Complete	NW_015145161.1	498982	502201	76.4	102
606795at33208a	Complete	NW_015145026.1	561438	563643	144.7	100
606958at33208a	Complete	NW_015145009.1	28916	30867	153.6	98
607862at33208a	Complete	NW_015145024.1	2228189	2229842	153.1	113
608011at33208a	Complete	NW_015145028.1	2618937	2620115	144.3	73
608074at33208a	Complete	NW_015145005.1	522767	531154	164.2	121
608190at33208a	Complete	NW_015146001.1	102625	112227	120.5	92
608669at33208a	Complete	NW_015145012.1	1428738	1437339	249.0	227
608869at33208a	Complete	NW_015145060.1	670189	676373	148.7	105
608924at33208a	Complete	NW_015145035.1	1006531	1009384	183.8	118
609899at33208a	Complete	NW_015145125.1	652139	661155	82.6	132
610427at33208a	Complete	NW_015145326.1	222520	224612	142.7	96
610541at33208a	Complete	NW_015145028.1	2095443	2098965	156.9	141
611258at33208a	Complete	NW_015145004.1	1128736	1140102	255.0	183
611279at33208a	Complete	NW_015145068.1	2040252	2041950	247.4	194
611373at33208a	Complete	NW_015145004.1	2128762	2132309	137.9	93
611891at33208a	Missing
612760at33208a	Complete	NW_015145852.1	11844	15637	153.6	87
612825at33208a	Complete	NW_015145028.1	2366768	2371693	168.4	140
613522at33208a	Complete	NW_015145012.1	700455	702168	202.8	215
613580at33208a	Complete	NW_015145185.1	36090	42542	292.3	305
613851at33208a	Complete	NW_015145836.1	186443	188885	136.2	107
614305at33208a	Complete	NW_015145011.1	606764	611971	144.4	108
615531at33208a	Complete	NW_015145023.1	1506884	1508819	144.8	85
615585at33208a	Complete	NW_015145034.1	1193482	1195087	127.2	83
615840at33208a	Complete	NW_015145070.1	690646	692937	86.7	116
616120at33208a	Complete	NW_015145180.1	306500	314931	129.7	105
616149at33208a	Complete	NW_015145069.1	966924	967406	101.2	80
616613at33208a	Complete	NW_015145339.1	222971	224734	166.0	79
616716at33208a	Complete	NW_015146001.1	104754	105906	195.1	123
617020at33208a	Complete	NW_015145006.1	1022047	1027461	256.8	199
617441at33208a	Complete	NW_015145070.1	1346128	1347745	169.7	81
617522at33208a	Complete	NW_015145004.1	484800	492119	136.3	127
617667at33208a	Complete	NW_015146007.1	12441	16658	141.0	80
618339at33208a	Complete	NW_015145026.1	1276374	1284360	150.2	83
618421at33208a	Complete	NW_015145036.1	103889	106328	124.5	97
618516at33208a	Complete	NW_015145002.1	2519415	2524098	143.4	133
618986at33208a	Complete	NW_015145022.1	1381736	1384398	134.9	123
619250at33208a	Complete	NW_015145332.1	512423	516502	116.4	124
619326at33208a	Complete	NW_015145060.1	427695	430169	155.1	90
619415at33208a	Complete	NW_015145148.1	442602	445754	185.8	152
620546at33208a	Complete	NW_015146201.1	9535	14465	168.6	141
620753at33208a	Complete	NW_015145026.1	564754	568313	150.4	114
621585at33208a	Complete	NW_015145060.1	681052	685183	96.6	92
621808at33208a	Complete	NW_015145012.1	881501	883076	174.4	81
622156at33208a	Complete	NW_015146251.1	112890	121923	155.5	126
622172at33208a	Complete	NW_015145079.1	7977	9994	175.9	139
622270at33208a	Complete	NW_015145950.1	81467	86614	185.1	95
622461at33208a	Complete	NW_015145028.1	2571454	2572935	191.2	107
622560at33208a	Complete	NW_015145909.1	271166	274290	219.8	143
623138at33208a	Complete	NW_015145078.1	1133302	1134810	123.9	97
623324at33208a	Complete	NW_015145937.1	1650	4944	211.7	117
623444at33208a	Complete	NW_015145575.1	84276	93238	137.1	152
623995at33208a	Complete	NW_015145002.1	6038193	6039640	115.2	67
625077at33208a	Complete	NW_015145153.1	1060564	1062077	153.1	106
625091at33208a	Complete	NW_015145114.1	34882	36430	111.4	76
625769at33208a	Complete	NW_015145068.1	1211275	1213732	155.5	93
628082at33208a	Complete	NW_015145009.1	2225989	2228159	162.5	74
628231at33208a	Complete	NW_015145012.1	945548	947399	136.4	94
628247at33208a	Complete	NW_015146881.1	2416	8384	120.0	92
629763at33208a	Complete	NW_015145331.1	654468	657701	126.5	65
630073at33208a	Complete	NW_015145002.1	3461778	3464666	125.5	58
631107at33208a	Complete	NW_015145305.1	412825	426648	197.2	254
631173at33208a	Complete	NW_015145020.1	45039	46170	127.8	83
631196at33208a	Complete	NW_015145002.1	1028406	1030409	139.4	170
631662at33208a	Complete	NW_015145087.1	20916	25702	136.2	88
631767at33208a	Complete	NW_015145075.1	848779	857346	183.2	110
631798at33208a	Complete	NW_015145011.1	956238	959189	116.1	115
631811at33208a	Complete	NW_015145443.1	605787	616897	165.7	139
632234at33208a	Complete	NW_015145159.1	151286	158716	198.0	102
632472at33208a	Complete	NW_015145020.1	1458450	1464906	134.3	108
632566at33208a	Complete	NW_015145004.1	2433848	2435356	248.5	150
633007at33208a	Complete	NW_015145138.1	1065337	1074203	182.3	132
633282at33208a	Complete	NW_015145153.1	945096	947086	78.3	73
633619at33208a	Complete	NW_015145034.1	2083006	2085008	81.7	41
634446at33208a	Complete	NW_015145088.1	1459658	1465703	140.6	78
634447at33208a	Complete	NW_015145087.1	1063930	1066674	160.6	90
636041at33208a	Complete	NW_015145400.1	45734	46900	132.2	86
636070at33208a	Complete	NW_015145167.1	881740	883180	101.0	99
636300at33208a	Complete	NW_015145101.1	672378	673901	159.7	73
636423at33208a	Complete	NW_015146430.1	94868	99450	113.1	98
637971at33208a	Complete	NW_015145044.1	465439	466694	88.3	88
638541at33208a	Complete	NW_015145153.1	1064911	1067726	126.2	75
639252at33208a	Complete	NW_015145238.1	231554	233238	123.5	105
640187at33208a	Complete	NW_015145032.1	46737	50816	305.3	260
640349at33208a	Complete	NW_015145087.1	828581	834965	107.8	73
641073at33208a	Complete	NW_015145158.1	1065713	1071542	84.2	192
641257at33208a	Complete	NW_015145961.1	112680	114146	151.5	113
642323at33208a	Complete	NW_015145178.1	651355	653538	108.6	69
642552at33208a	Complete	NW_015145350.1	218837	219941	152.0	116
642773at33208a	Complete	NW_015146001.1	19432	20978	84.5	64
643380at33208a	Complete	NW_015145006.1	745258	748458	127.5	87
643883at33208a	Complete	NW_015145004.1	4103537	4104132	107.2	80
643954at33208a	Complete	NW_015145287.1	752708	756550	112.2	156
644034at33208a	Complete	NW_015145023.1	2281533	2283224	107.4	65
648300at33208a	Complete	NW_015145005.1	2834504	2836653	122.6	151
649979at33208a	Complete	NW_015145023.1	1889697	1891021	120.8	98
